Date and Time,Seconds,Pressure (mmHg),Temperature (C),Level Depth To Water (mm),,,
24/11/2022 00:00,6750000.001,773.938,7.86,-596.171,,,
24/11/2022 01:00,6753600.001,774.608,7.912,-605.297,,,
24/11/2022 02:00,6757200.001,775.038,7.912,-611.138,,,
24/11/2022 03:00,6760800.001,775.428,7.912,-616.448,,,
24/11/2022 04:00,6764400.001,775.545,7.912,-618.042,,,
24/11/2022 05:00,6768000.001,775.857,7.912,-622.289,,,
24/11/2022 06:00,6771600.001,775.545,7.912,-618.042,,,
24/11/2022 07:00,6775200.001,775.311,7.912,-614.854,,,
24/11/2022 08:00,6778800.001,774.647,7.912,-605.828,,,
24/11/2022 09:00,6782400.001,774.257,7.912,-600.518,,,
24/11/2022 10:00,6786000.001,773.367,7.965,-588.405,,,
24/11/2022 11:00,6789600.001,772.502,7.912,-576.627,,,
24/11/2022 12:00,6793200.001,775.389,7.912,-615.917,,,
24/11/2022 13:00,6796800.001,775.116,7.912,-612.201,,,
24/11/2022 14:00,6800400.001,774.374,7.912,-602.112,,,
24/11/2022 15:00,6804000.001,773.867,7.912,-595.209,,,
24/11/2022 16:00,6807600.001,775.662,7.912,-619.634,,,
24/11/2022 17:00,6811200.001,775.194,7.912,-613.263,,,
24/11/2022 18:00,6814800.001,776.609,7.701,-632.52,,,
24/11/2022 19:00,6818400.001,775.672,7.701,-619.775,,,
24/11/2022 20:00,6822000.001,775.289,7.754,-614.562,,,
24/11/2022 21:00,6825600.001,774.508,7.754,-603.938,,,
24/11/2022 22:00,6829200.001,775.679,7.754,-619.872,,,
24/11/2022 23:00,6832800.001,776.187,7.754,-626.775,,,
25/11/2022 00:00,6836400.001,777.56,7.807,-645.459,,,
25/11/2022 01:00,6840000.001,778.379,7.807,-656.611,,,
25/11/2022 02:00,6843600.001,779.394,7.807,-670.418,,,
25/11/2022 03:00,6847200.001,780.611,7.86,-686.984,,,
25/11/2022 04:00,6850800.001,781.001,7.86,-692.296,,,
25/11/2022 05:00,6854400.001,781.977,7.86,-705.575,,,
25/11/2022 06:00,6858000.001,782.719,7.86,-715.667,,,
25/11/2022 07:00,6861600.001,783.312,7.912,-723.737,,,
25/11/2022 08:00,6865200.001,784.514,7.86,-740.108,,,
25/11/2022 09:00,6868800.001,785.139,7.86,-748.609,,,
25/11/2022 10:00,6872400.001,785.92,7.86,-759.235,,,
25/11/2022 11:00,6876000.001,786.708,7.912,-769.96,,,
25/11/2022 12:00,6879600.001,787.177,7.912,-776.337,,,
25/11/2022 13:00,6883200.001,787.528,7.912,-781.119,,,
25/11/2022 14:00,6886800.001,787.762,7.912,-784.308,,,
25/11/2022 15:00,6890400.001,788.473,7.965,-793.977,,,
25/11/2022 16:00,6894000.001,789.098,7.965,-802.478,,,
25/11/2022 17:00,6897600.001,789.364,7.912,-806.097,,,
25/11/2022 18:00,6901200.001,789.371,7.965,-806.198,,,
25/11/2022 19:00,6904800.001,789.996,7.965,-814.702,,,
25/11/2022 20:00,6908400.001,790.457,7.912,-820.977,,,
25/11/2022 21:00,6912000.001,790.769,7.912,-825.229,,,
25/11/2022 22:00,6915600.001,791.551,7.912,-835.859,,,
25/11/2022 23:00,6919200.001,791.082,7.912,-829.479,,,
26/11/2022 00:00,6922800.001,791.011,7.965,-828.52,,,
26/11/2022 01:00,6926400.001,790.66,7.965,-823.736,,,
26/11/2022 02:00,6930000.001,790.379,7.912,-819.915,,,
26/11/2022 03:00,6933600.001,789.918,7.965,-813.637,,,
26/11/2022 04:00,6937200.001,789.761,7.965,-811.51,,,
26/11/2022 05:00,6940800.001,789.839,7.965,-812.575,,,
26/11/2022 06:00,6944400.001,790.308,7.965,-818.951,,,
26/11/2022 07:00,6948000.001,789.839,7.965,-812.575,,,
26/11/2022 08:00,6951600.001,789.215,7.965,-804.072,,,
26/11/2022 09:00,6955200.001,788.746,7.965,-797.693,,,
26/11/2022 10:00,6958800.001,788.246,8.018,-790.886,,,
26/11/2022 11:00,6962400.001,787.926,7.965,-786.536,,,
26/11/2022 12:00,6966000.001,787.816,8.018,-785.042,,,
26/11/2022 13:00,6969600.001,787.426,8.018,-779.728,,,
26/11/2022 14:00,6973200.001,786.332,8.018,-764.847,,,
26/11/2022 15:00,6976800.001,785.708,8.018,-756.347,,,
26/11/2022 16:00,6980400.001,785.474,8.018,-753.158,,,
26/11/2022 17:00,6984000.001,784.927,8.018,-745.719,,,
26/11/2022 18:00,6987600.001,784.505,8.071,-739.977,,,
26/11/2022 19:00,6991200.001,783.639,8.018,-728.189,,,
26/11/2022 20:00,6994800.001,783.06,8.071,-720.32,,,
26/11/2022 21:00,6998400.001,783.763,8.071,-729.883,,,
26/11/2022 22:00,7002000.001,785.559,8.071,-754.321,,,
26/11/2022 23:00,7005600.001,785.879,8.124,-758.675,,,
27/11/2022 00:00,7009200.001,785.481,8.071,-753.261,,,
27/11/2022 01:00,7012800.001,785.801,8.124,-757.613,,,
27/11/2022 02:00,7016400.001,785.762,8.124,-757.08,,,
27/11/2022 03:00,7020000.001,785.879,8.124,-758.675,,,
27/11/2022 04:00,7023600.001,786.106,8.071,-761.761,,,
27/11/2022 05:00,7027200.001,785.918,8.124,-759.207,,,
27/11/2022 06:00,7030800.001,785.949,8.071,-759.636,,,
27/11/2022 07:00,7034400.001,785.598,8.071,-754.854,,,
27/11/2022 08:00,7038000.001,785.325,8.071,-751.133,,,
27/11/2022 09:00,7041600.001,785.442,8.071,-752.729,,,
27/11/2022 10:00,7045200.001,785.325,8.071,-751.133,,,
27/11/2022 11:00,7048800.001,785.091,8.071,-747.947,,,
27/11/2022 12:00,7052400.001,784.349,8.071,-737.851,,,
27/11/2022 13:00,7056000.001,784.005,8.124,-733.17,,,
27/11/2022 14:00,7059600.001,783.49,8.071,-726.164,,,
27/11/2022 15:00,7063200.001,782.638,8.124,-714.575,,,
27/11/2022 16:00,7066800.001,782.124,8.071,-707.569,,,
27/11/2022 17:00,7070400.001,781.967,8.071,-705.442,,,
27/11/2022 18:00,7074000.001,781.616,8.071,-700.664,,,
27/11/2022 19:00,7077600.001,782.201,8.071,-708.631,,,
27/11/2022 20:00,7081200.001,784.302,8.018,-737.221,,,
27/11/2022 21:00,7084800.001,783.639,8.018,-728.189,,,
27/11/2022 22:00,7088400.001,783.092,8.018,-720.751,,,
27/11/2022 23:00,7092000.001,782.772,7.965,-716.4,,,
28/11/2022 00:00,7095600.001,782.741,8.018,-715.969,,,
28/11/2022 01:00,7099200.001,782.187,7.965,-708.429,,,
28/11/2022 02:00,7102800.001,781.484,7.965,-698.869,,,
28/11/2022 03:00,7106400.001,781.367,7.965,-697.274,,,
28/11/2022 04:00,7110000.001,782.031,7.965,-706.307,,,
28/11/2022 05:00,7113600.001,782.258,7.912,-709.394,,,
28/11/2022 06:00,7117200.001,782.101,7.912,-707.269,,,
28/11/2022 07:00,7120800.001,782.96,7.912,-718.958,,,
28/11/2022 08:00,7124400.001,782.882,7.912,-717.893,,,
28/11/2022 09:00,7128000.001,782.804,7.912,-716.832,,,
28/11/2022 10:00,7131600.001,782.921,7.912,-718.425,,,
28/11/2022 11:00,7135200.001,783.046,7.965,-720.119,,,
28/11/2022 12:00,7138800.001,783.241,7.965,-722.775,,,
28/11/2022 13:00,7142400.001,783.67,7.965,-728.62,,,
28/11/2022 14:00,7146000.001,783.944,7.965,-732.339,,,
28/11/2022 15:00,7149600.001,784.732,8.018,-743.063,,,
28/11/2022 16:00,7153200.001,785.154,7.965,-748.81,,,
28/11/2022 17:00,7156800.001,785.896,7.965,-758.902,,,
28/11/2022 18:00,7160400.001,786.552,7.912,-767.835,,,
28/11/2022 19:00,7164000.001,787.059,7.912,-774.74,,,
28/11/2022 20:00,7167600.001,787.489,7.912,-780.587,,,
28/11/2022 21:00,7171200.001,787.801,7.912,-784.839,,,
28/11/2022 22:00,7174800.001,788.146,7.86,-789.523,,,
28/11/2022 23:00,7178400.001,788.465,7.912,-793.875,,,
29/11/2022 00:00,7182000.001,788.497,7.86,-794.303,,,
29/11/2022 01:00,7185600.001,788.887,7.86,-799.618,,,
29/11/2022 02:00,7189200.001,788.926,7.86,-800.149,,,
29/11/2022 03:00,7192800.001,789.083,7.86,-802.274,,,
29/11/2022 04:00,7196400.001,789.395,7.86,-806.526,,,
29/11/2022 05:00,7200000.001,789.832,7.912,-812.475,,,
29/11/2022 06:00,7203600.001,790.379,7.912,-819.915,,,
29/11/2022 07:00,7207200.001,790.418,7.912,-820.443,,,
29/11/2022 08:00,7210800.001,790.801,7.86,-825.657,,,
29/11/2022 09:00,7214400.001,791.035,7.86,-828.848,,,
29/11/2022 10:00,7218000.001,791.035,7.86,-828.848,,,
29/11/2022 11:00,7221600.001,791.074,7.86,-829.38,,,
29/11/2022 12:00,7225200.001,790.879,7.86,-826.723,,,
29/11/2022 13:00,7228800.001,791.23,7.86,-831.504,,,
29/11/2022 14:00,7232400.001,791.082,7.912,-829.479,,,
29/11/2022 15:00,7236000.001,790.887,7.912,-826.825,,,
29/11/2022 16:00,7239600.001,790.496,7.912,-821.508,,,
29/11/2022 17:00,7243200.001,790.879,7.86,-826.723,,,
29/11/2022 18:00,7246800.001,791.145,7.807,-830.341,,,
29/11/2022 19:00,7250400.001,791.106,7.807,-829.811,,,
29/11/2022 20:00,7254000.001,791.418,7.807,-834.061,,,
29/11/2022 21:00,7257600.001,791.301,7.807,-832.469,,,
29/11/2022 22:00,7261200.001,791.27,7.86,-832.037,,,
29/11/2022 23:00,7264800.001,791.34,7.807,-833,,,
30/11/2022 00:00,7268400.001,791.333,7.754,-832.897,,,
30/11/2022 01:00,7272000.001,791.262,7.807,-831.936,,,
30/11/2022 02:00,7275600.001,791.223,7.807,-831.401,,,
30/11/2022 03:00,7279200.001,791.333,7.754,-832.897,,,
30/11/2022 04:00,7282800.001,791.411,7.754,-833.961,,,
30/11/2022 05:00,7286400.001,791.919,7.754,-840.872,,,
30/11/2022 06:00,7290000.001,791.692,7.807,-837.782,,,
30/11/2022 07:00,7293600.001,791.653,7.807,-837.252,,,
30/11/2022 08:00,7297200.001,792.036,7.754,-842.465,,,
30/11/2022 09:00,7300800.001,792.505,7.754,-848.844,,,
30/11/2022 10:00,7304400.001,792.81,7.701,-852.994,,,
30/11/2022 11:00,7308000.001,792.934,7.754,-854.69,,,
30/11/2022 12:00,7311600.001,793.052,7.754,-856.287,,,
30/11/2022 13:00,7315200.001,793.278,7.701,-859.372,,,
30/11/2022 14:00,7318800.001,793.396,7.701,-860.968,,,
30/11/2022 15:00,7322400.001,793.278,7.701,-859.372,,,
30/11/2022 16:00,7326000.001,793.161,7.701,-857.778,,,
30/11/2022 17:00,7329600.001,793.747,7.701,-865.75,,,
30/11/2022 18:00,7333200.001,794.177,7.701,-871.598,,,
30/11/2022 19:00,7336800.001,794.443,7.648,-875.218,,,
30/11/2022 20:00,7340400.001,795.114,7.701,-884.357,,,
30/11/2022 21:00,7344000.001,794.997,7.701,-882.762,,,
30/11/2022 22:00,7347600.001,795.029,7.648,-883.194,,,
30/11/2022 23:00,7351200.001,795.263,7.648,-886.383,,,
01/12/2022 00:00,7354800.001,795.224,7.648,-885.853,,,
01/12/2022 01:00,7358400.001,795.068,7.648,-883.724,,,
01/12/2022 02:00,7362000.001,795.224,7.648,-885.853,,,
01/12/2022 03:00,7365600.001,795.302,7.648,-886.914,,,
01/12/2022 04:00,7369200.001,795.099,7.595,-884.157,,,
01/12/2022 05:00,7372800.001,795.341,7.648,-887.445,,,
01/12/2022 06:00,7376400.001,795.38,7.648,-887.977,,,
01/12/2022 07:00,7380000.001,795.38,7.648,-887.977,,,
01/12/2022 08:00,7383600.001,795.888,7.648,-894.889,,,
01/12/2022 09:00,7387200.001,795.849,7.648,-894.356,,,
01/12/2022 10:00,7390800.001,795.842,7.595,-894.255,,,
01/12/2022 11:00,7394400.001,795.693,7.648,-892.229,,,
01/12/2022 12:00,7398000.001,795.302,7.648,-886.914,,,
01/12/2022 13:00,7401600.001,795.068,7.648,-883.724,,,
01/12/2022 14:00,7405200.001,794.912,7.648,-881.6,,,
01/12/2022 15:00,7408800.001,794.755,7.648,-879.474,,,
01/12/2022 16:00,7412400.001,794.755,7.648,-879.474,,,
01/12/2022 17:00,7416000.001,794.716,7.648,-878.942,,,
01/12/2022 18:00,7419600.001,794.638,7.648,-877.877,,,
01/12/2022 19:00,7423200.001,794.513,7.595,-876.18,,,
01/12/2022 20:00,7426800.001,794.396,7.595,-874.586,,,
01/12/2022 21:00,7430400.001,794.318,7.595,-873.526,,,
01/12/2022 22:00,7434000.001,794.162,7.595,-871.396,,,
01/12/2022 23:00,7437600.001,794.162,7.595,-871.396,,,
02/12/2022 00:00,7441200.001,793.725,7.542,-865.449,,,
02/12/2022 01:00,7444800.001,793.53,7.542,-862.795,,,
02/12/2022 02:00,7448400.001,793.373,7.542,-860.667,,,
02/12/2022 03:00,7452000.001,793.139,7.542,-857.477,,,
02/12/2022 04:00,7455600.001,792.788,7.542,-852.694,,,
02/12/2022 05:00,7459200.001,792.749,7.542,-852.163,,,
02/12/2022 06:00,7462800.001,792.631,7.542,-850.568,,,
02/12/2022 07:00,7466400.001,792.436,7.542,-847.912,,,
02/12/2022 08:00,7470000.001,792.897,7.489,-854.189,,,
02/12/2022 09:00,7473600.001,792.858,7.489,-853.657,,,
02/12/2022 10:00,7477200.001,792.976,7.489,-855.253,,,
02/12/2022 11:00,7480800.001,792.976,7.489,-855.253,,,
02/12/2022 12:00,7484400.001,792.983,7.542,-855.354,,,
02/12/2022 13:00,7488000.001,792.905,7.542,-854.29,,,
02/12/2022 14:00,7491600.001,792.976,7.489,-855.253,,,
02/12/2022 15:00,7495200.001,793.217,7.542,-858.54,,,
02/12/2022 16:00,7498800.001,793.522,7.489,-862.694,,,
02/12/2022 17:00,7502400.001,793.796,7.489,-866.415,,,
02/12/2022 18:00,7506000.001,793.522,7.489,-862.694,,,
02/12/2022 19:00,7509600.001,793.913,7.489,-868.01,,,
02/12/2022 20:00,7513200.001,793.984,7.436,-868.973,,,
02/12/2022 21:00,7516800.001,793.952,7.489,-868.54,,,
02/12/2022 22:00,7520400.001,793.718,7.489,-865.351,,,
02/12/2022 23:00,7524000.001,793.749,7.436,-865.783,,,
03/12/2022 00:00,7527600.001,793.828,7.436,-866.847,,,
03/12/2022 01:00,7531200.001,793.398,7.436,-860.999,,,
03/12/2022 02:00,7534800.001,793.437,7.436,-861.53,,,
03/12/2022 03:00,7538400.001,793.593,7.436,-863.656,,,
03/12/2022 04:00,7542000.001,793.163,7.436,-857.81,,,
03/12/2022 05:00,7545600.001,792.851,7.436,-853.56,,,
03/12/2022 06:00,7549200.001,792.539,7.436,-849.308,,,
03/12/2022 07:00,7552800.001,792.07,7.436,-842.931,,,
03/12/2022 08:00,7556400.001,791.906,7.383,-840.704,,,
03/12/2022 09:00,7560000.001,791.711,7.383,-838.047,,,
03/12/2022 10:00,7563600.001,791.789,7.383,-839.112,,,
03/12/2022 11:00,7567200.001,791.243,7.383,-831.672,,,
03/12/2022 12:00,7570800.001,790.703,7.436,-824.33,,,
03/12/2022 13:00,7574400.001,790.267,7.383,-818.387,,,
03/12/2022 14:00,7578000.001,789.759,7.383,-811.478,,,
03/12/2022 15:00,7581600.001,789.446,7.383,-807.225,,,
03/12/2022 16:00,7585200.001,789.251,7.383,-804.567,,,
03/12/2022 17:00,7588800.001,788.861,7.383,-799.255,,,
03/12/2022 18:00,7592400.001,788.47,7.383,-793.942,,,
03/12/2022 19:00,7596000.001,787.931,7.436,-786.601,,,
03/12/2022 20:00,7599600.001,787.65,7.383,-782.783,,,
03/12/2022 21:00,7603200.001,787.377,7.383,-779.064,,,
03/12/2022 22:00,7606800.001,787.377,7.383,-779.064,,,
03/12/2022 23:00,7610400.001,787.338,7.383,-778.533,,,
04/12/2022 00:00,7614000.001,787.292,7.33,-777.901,,,
04/12/2022 01:00,7617600.001,786.83,7.383,-771.625,,,
04/12/2022 02:00,7621200.001,786.901,7.33,-772.591,,,
04/12/2022 03:00,7624800.001,786.667,7.33,-769.401,,,
04/12/2022 04:00,7628400.001,786.518,7.383,-767.375,,,
04/12/2022 05:00,7632000.001,786.355,7.33,-765.152,,,
04/12/2022 06:00,7635600.001,786.16,7.33,-762.497,,,
04/12/2022 07:00,7639200.001,786.121,7.33,-761.967,,,
04/12/2022 08:00,7642800.001,786.394,7.33,-765.686,,,
04/12/2022 09:00,7646400.001,786.199,7.33,-763.026,,,
04/12/2022 10:00,7650000.001,786.511,7.33,-767.278,,,
04/12/2022 11:00,7653600.001,786.706,7.33,-769.935,,,
04/12/2022 12:00,7657200.001,786.199,7.33,-763.026,,,
04/12/2022 13:00,7660800.001,786.199,7.33,-763.026,,,
04/12/2022 14:00,7664400.001,786.003,7.33,-760.372,,,
04/12/2022 15:00,7668000.001,785.847,7.33,-758.247,,,
04/12/2022 16:00,7671600.001,786.433,7.33,-766.215,,,
04/12/2022 17:00,7675200.001,786.667,7.33,-769.401,,,
04/12/2022 18:00,7678800.001,786.972,7.277,-773.554,,,
04/12/2022 19:00,7682400.001,787.604,7.33,-782.155,,,
04/12/2022 20:00,7686000.001,787.604,7.33,-782.155,,,
04/12/2022 21:00,7689600.001,787.799,7.33,-784.812,,,
04/12/2022 22:00,7693200.001,788.182,7.277,-790.024,,,
04/12/2022 23:00,7696800.001,788.573,7.277,-795.339,,,
05/12/2022 00:00,7700400.001,788.69,7.277,-796.933,,,
05/12/2022 01:00,7704000.001,788.651,7.277,-796.401,,,
05/12/2022 02:00,7707600.001,788.846,7.277,-799.061,,,
05/12/2022 03:00,7711200.001,789.003,7.277,-801.186,,,
05/12/2022 04:00,7714800.001,789.276,7.277,-804.903,,,
05/12/2022 05:00,7718400.001,789.705,7.277,-810.751,,,
05/12/2022 06:00,7722000.001,790.089,7.223,-815.966,,,
05/12/2022 07:00,7725600.001,790.174,7.277,-817.125,,,
05/12/2022 08:00,7729200.001,790.479,7.223,-821.276,,,
05/12/2022 09:00,7732800.001,791.111,7.277,-829.879,,,
05/12/2022 10:00,7736400.001,791.377,7.223,-833.502,,,
05/12/2022 11:00,7740000.001,791.026,7.223,-828.72,,,
05/12/2022 12:00,7743600.001,790.987,7.223,-828.188,,,
05/12/2022 13:00,7747200.001,790.987,7.223,-828.188,,,
05/12/2022 14:00,7750800.001,790.87,7.223,-826.594,,,
05/12/2022 15:00,7754400.001,790.955,7.277,-827.754,,,
05/12/2022 16:00,7758000.001,790.916,7.277,-827.224,,,
05/12/2022 17:00,7761600.001,791.345,7.277,-833.067,,,
05/12/2022 18:00,7765200.001,791.651,7.223,-837.22,,,
05/12/2022 19:00,7768800.001,791.729,7.223,-838.283,,,
05/12/2022 20:00,7772400.001,791.97,7.277,-841.57,,,
05/12/2022 21:00,7776000.001,791.651,7.223,-837.22,,,
05/12/2022 22:00,7779600.001,792.119,7.223,-843.599,,,
05/12/2022 23:00,7783200.001,791.963,7.223,-841.474,,,
06/12/2022 00:00,7786800.001,791.768,7.223,-838.815,,,
06/12/2022 01:00,7790400.001,791.729,7.223,-838.283,,,
06/12/2022 02:00,7794000.001,791.69,7.223,-837.753,,,
06/12/2022 03:00,7797600.001,791.455,7.223,-834.564,,,
06/12/2022 04:00,7801200.001,791.143,7.223,-830.312,,,
06/12/2022 05:00,7804800.001,790.792,7.223,-825.531,,,
06/12/2022 06:00,7808400.001,791.175,7.17,-830.746,,,
06/12/2022 07:00,7812000.001,791.214,7.17,-831.278,,,
06/12/2022 08:00,7815600.001,790.823,7.17,-825.964,,,
06/12/2022 09:00,7819200.001,790.94,7.17,-827.557,,,
06/12/2022 10:00,7822800.001,791.097,7.17,-829.684,,,
06/12/2022 11:00,7826400.001,791.253,7.17,-831.81,,,
06/12/2022 12:00,7830000.001,791.214,7.17,-831.278,,,
06/12/2022 13:00,7833600.001,790.863,7.17,-826.497,,,
06/12/2022 14:00,7837200.001,790.863,7.17,-826.497,,,
06/12/2022 15:00,7840800.001,790.394,7.17,-820.118,,,
06/12/2022 16:00,7844400.001,790.394,7.17,-820.118,,,
06/12/2022 17:00,7848000.001,790.472,7.17,-821.181,,,
06/12/2022 18:00,7851600.001,790.355,7.17,-819.588,,,
06/12/2022 19:00,7855200.001,790.589,7.17,-822.775,,,
06/12/2022 20:00,7858800.001,790.738,7.117,-824.804,,,
06/12/2022 21:00,7862400.001,790.504,7.117,-821.614,,,
06/12/2022 22:00,7866000.001,790.355,7.17,-819.588,,,
06/12/2022 23:00,7869600.001,790.504,7.117,-821.614,,,
07/12/2022 00:00,7873200.001,790.426,7.117,-820.554,,,
07/12/2022 01:00,7876800.001,790.191,7.117,-817.365,,,
07/12/2022 02:00,7880400.001,789.911,7.064,-813.549,,,
07/12/2022 03:00,7884000.001,789.411,7.117,-806.739,,,
07/12/2022 04:00,7887600.001,789.169,7.064,-803.452,,,
07/12/2022 05:00,7891200.001,788.708,7.117,-797.173,,,
07/12/2022 06:00,7894800.001,788.74,7.064,-797.608,,,
07/12/2022 07:00,7898400.001,788.701,7.064,-797.076,,,
07/12/2022 08:00,7902000.001,788.427,7.064,-793.357,,,
07/12/2022 09:00,7905600.001,788.623,7.064,-796.014,,,
07/12/2022 10:00,7909200.001,788.505,7.064,-794.42,,,
07/12/2022 11:00,7912800.001,788.076,7.064,-788.574,,,
07/12/2022 12:00,7916400.001,787.49,7.064,-780.604,,,
07/12/2022 13:00,7920000.001,787.139,7.064,-775.823,,,
07/12/2022 14:00,7923600.001,786.983,7.064,-773.699,,,
07/12/2022 15:00,7927200.001,786.429,7.011,-766.166,,,
07/12/2022 16:00,7930800.001,786.195,7.011,-762.979,,,
07/12/2022 17:00,7934400.001,786.007,7.064,-760.419,,,
07/12/2022 18:00,7938000.001,785.461,7.064,-752.982,,,
07/12/2022 19:00,7941600.001,785.063,7.011,-747.575,,,
07/12/2022 20:00,7945200.001,784.673,7.011,-742.262,,,
07/12/2022 21:00,7948800.001,784.211,7.064,-735.982,,,
07/12/2022 22:00,7952400.001,783.736,7.011,-729.514,,,
07/12/2022 23:00,7956000.001,783.229,7.011,-722.607,,,
08/12/2022 00:00,7959600.001,782.916,7.011,-718.359,,,
08/12/2022 01:00,7963200.001,782.402,6.958,-711.36,,,
08/12/2022 02:00,7966800.001,781.739,6.958,-702.332,,,
08/12/2022 03:00,7970400.001,781.355,7.011,-697.115,,,
08/12/2022 04:00,7974000.001,781.153,6.958,-694.363,,,
08/12/2022 05:00,7977600.001,780.568,6.958,-686.398,,,
08/12/2022 06:00,7981200.001,780.575,7.011,-686.493,,,
08/12/2022 07:00,7984800.001,780.061,6.958,-679.495,,,
08/12/2022 08:00,7988400.001,780.061,6.958,-679.495,,,
08/12/2022 09:00,7992000.001,779.904,6.958,-677.372,,,
08/12/2022 10:00,7995600.001,779.826,6.958,-676.31,,,
08/12/2022 11:00,7999200.001,779.631,6.958,-673.653,,,
08/12/2022 12:00,8002800.001,779.28,6.958,-668.873,,,
08/12/2022 13:00,8006400.001,779.085,6.958,-666.22,,,
08/12/2022 14:00,8010000.001,778.766,6.905,-661.877,,,
08/12/2022 15:00,8013600.001,778.539,6.958,-658.786,,,
08/12/2022 16:00,8017200.001,778.688,6.905,-660.816,,,
08/12/2022 17:00,8020800.001,778.344,6.958,-656.132,,,
08/12/2022 18:00,8024400.001,778.298,6.905,-655.507,,,
08/12/2022 19:00,8028000.001,778.174,6.851,-653.818,,,
08/12/2022 20:00,8031600.001,778.181,6.905,-653.912,,,
08/12/2022 21:00,8035200.001,778.181,6.905,-653.912,,,
08/12/2022 22:00,8038800.001,778.135,6.851,-653.289,,,
08/12/2022 23:00,8042400.001,777.862,6.851,-649.572,,,
09/12/2022 00:00,8046000.001,777.713,6.905,-647.544,,,
09/12/2022 01:00,8049600.001,777.517,6.905,-644.888,,,
09/12/2022 02:00,8053200.001,777.588,6.851,-645.854,,,
09/12/2022 03:00,8056800.001,777.55,6.851,-645.324,,,
09/12/2022 04:00,8060400.001,777.081,6.851,-638.952,,,
09/12/2022 05:00,8064000.001,777.042,6.851,-638.422,,,
09/12/2022 06:00,8067600.001,776.964,6.851,-637.359,,,
09/12/2022 07:00,8071200.001,777.003,6.851,-637.892,,,
09/12/2022 08:00,8074800.001,776.815,6.905,-635.331,,,
09/12/2022 09:00,8078400.001,777.003,6.851,-637.892,,,
09/12/2022 10:00,8082000.001,776.808,6.851,-635.238,,,
09/12/2022 11:00,8085600.001,776.418,6.851,-629.927,,,
09/12/2022 12:00,8089200.001,776.411,6.798,-629.834,,,
09/12/2022 13:00,8092800.001,776.099,6.798,-625.587,,,
09/12/2022 14:00,8096400.001,776.067,6.851,-625.148,,,
09/12/2022 15:00,8100000.001,776.106,6.851,-625.68,,,
09/12/2022 16:00,8103600.001,775.865,6.798,-622.401,,,
09/12/2022 17:00,8107200.001,775.982,6.798,-623.993,,,
09/12/2022 18:00,8110800.001,775.826,6.798,-621.871,,,
09/12/2022 19:00,8114400.001,776.06,6.798,-625.057,,,
09/12/2022 20:00,8118000.001,775.755,6.851,-620.901,,,
09/12/2022 21:00,8121600.001,775.982,6.798,-623.993,,,
09/12/2022 22:00,8125200.001,776.216,6.798,-627.18,,,
09/12/2022 23:00,8128800.001,776.17,6.745,-626.556,,,
10/12/2022 00:00,8132400.001,775.936,6.745,-623.37,,,
10/12/2022 01:00,8136000.001,775.936,6.745,-623.37,,,
10/12/2022 02:00,8139600.001,775.943,6.798,-623.463,,,
10/12/2022 03:00,8143200.001,775.663,6.745,-619.654,,,
10/12/2022 04:00,8146800.001,775.507,6.745,-617.529,,,
10/12/2022 05:00,8150400.001,775.312,6.745,-614.875,,,
10/12/2022 06:00,8154000.001,775.429,6.745,-616.468,,,
10/12/2022 07:00,8157600.001,775.163,6.798,-612.845,,,
10/12/2022 08:00,8161200.001,775.39,6.745,-615.938,,,
10/12/2022 09:00,8164800.001,775.624,6.745,-619.123,,,
10/12/2022 10:00,8168400.001,775.702,6.745,-620.185,,,
10/12/2022 11:00,8172000.001,775.78,6.745,-621.246,,,
10/12/2022 12:00,8175600.001,775.39,6.745,-615.938,,,
10/12/2022 13:00,8179200.001,775.319,6.798,-614.967,,,
10/12/2022 14:00,8182800.001,775.468,6.745,-616.999,,,
10/12/2022 15:00,8186400.001,775.741,6.745,-620.717,,,
10/12/2022 16:00,8190000.001,775.663,6.745,-619.654,,,
10/12/2022 17:00,8193600.001,775.624,6.745,-619.123,,,
10/12/2022 18:00,8197200.001,775.539,6.692,-617.97,,,
10/12/2022 19:00,8200800.001,775.539,6.692,-617.97,,,
10/12/2022 20:00,8204400.001,775.735,6.692,-620.624,,,
10/12/2022 21:00,8208000.001,775.852,6.692,-622.216,,,
10/12/2022 22:00,8211600.001,775.656,6.692,-619.561,,,
10/12/2022 23:00,8215200.001,775.852,6.692,-622.216,,,
11/12/2022 00:00,8218800.001,776.008,6.692,-624.338,,,
11/12/2022 01:00,8222400.001,775.813,6.692,-621.686,,,
11/12/2022 02:00,8226000.001,776.008,6.692,-624.338,,,
11/12/2022 03:00,8229600.001,775.845,6.639,-622.123,,,
11/12/2022 04:00,8233200.001,775.539,6.692,-617.97,,,
11/12/2022 05:00,8236800.001,775.813,6.692,-621.686,,,
11/12/2022 06:00,8240400.001,775.578,6.692,-618.499,,,
11/12/2022 07:00,8244000.001,775.695,6.692,-620.093,,,
11/12/2022 08:00,8247600.001,775.806,6.639,-621.592,,,
11/12/2022 09:00,8251200.001,775.923,6.639,-623.185,,,
11/12/2022 10:00,8254800.001,775.767,6.639,-621.062,,,
11/12/2022 11:00,8258400.001,775.689,6.639,-620,,,
11/12/2022 12:00,8262000.001,775.891,6.692,-622.747,,,
11/12/2022 13:00,8265600.001,775.806,6.639,-621.592,,,
11/12/2022 14:00,8269200.001,775.728,6.639,-620.53,,,
